Course Title,SCED Course Code,Course Description
IB Language B—Chinese Languages,24413,"IB Language B—Chinese Languages courses prepare students to take the International Baccalaureate Language B exams. These courses focus on improving students’ accuracy and fluency in oral and written communication (usually in the students’ “second” language). These courses may be used for any Chinese language, including Mandarin and Cantonese."
AP Chinese Languages: Language and Culture,24414,"Designed by the College Board to parallel fourth semester college-level courses in Mandarin Chinese language, AP Chinese Languages: Language and Culture courses build upon prior knowledge and develop students’ ability to express ideas, exchange opinions, and present information in Chinese languages, both orally and in writing. These courses also help students understand and interpret written and spoken Chinese languages. In addition, students explore the culture of Chinese language-speaking people in historical and contemporary contexts. These courses may be used for any Chinese language, including Mandarin and Cantonese."
"IB Language B (Chinese Languages), Middle Years Program",24416,"International Baccalaureate (IB) Language B (Chinese Languages), Middle Years Program courses enable students to gain competence in modern Chinese languages and encourage respect for and understanding of other languages and cultures. These courses may be used for any Chinese language, including Mandarin and Cantonese."
IB Language A: Language and Literature—Chinese Languages,24417,"IB Language A: Language and Literature—Chinese Languages courses prepare students to take the International Baccalaureate Language A: Language and Literature exams. Course content includes in-depth study of various text types and literary forms, composition for purpose and audience, and the context and elements of literature. The course includes oral and written assignments and is designed for students highly competent in using Chinese languages in an academic context. These courses may be used for any Chinese language, including Mandarin and Cantonese."
IB Language Ab Initio—Chinese Languages,24418,"IB Language Ab Initio—Chinese Languages courses prepare students to take the International Baccalaureate exam. These courses focus on developing the linguistic abilities of students with little or no experience with the language of study. Course content includes the study of individuals and society, leisure and work, and urban and rural environments. These courses also provide students with the opportunity to practice and explore this language. These courses may be used for any Chinese language, including Mandarin and Cantonese."
Chinese—Other,24449,Other Chinese courses
Japanese for Young Learners (prior-to-secondary),24450,"Japanese for Young Learners (prior-to-secondary) courses provide instruction at multiple grade levels in Japanese and may apply to a range of consecutive grades. These courses prepare students to communicate authentically in Japanese by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information on concrete topics. These courses introduce the relationships among the products, practices, and perspectives of Japanese-speaking cultures."
Japanese Immersion (prior-to-secondary),24451,"Japanese Immersion (prior-to-secondary) courses engage students in developmentally appropriate activities to acquire literacy in Japanese and grade-specific content using Japanese as the language of instruction. Japanese Immersion courses prepare students to communicate authentically in Japanese by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information about standards-based academic content and incorporate the relationships among the products, practices, and perspectives of Japanese-speaking cultures."
Japanese I,24452,"Designed to introduce students to Japanese language and culture, Japanese I courses prepare students to communicate authentically in Japanese by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information on a variety of topics. They introduce the relationships among the products, practices, and perspectives of Japanese-speaking cultures."
Japanese II,24453,"Japanese II courses build upon skills developed in Japanese I, preparing students to communicate authentically in Japanese by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information on concrete topics. Japanese II courses introduce the relationships among the products, practices, and perspectives of Japanese-speaking cultures."
Japanese III,24454,"Japanese III courses prepare students to communicate authentically in Japanese by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information, concepts, and ideas on a variety of topics, including connections to other subject areas. These courses expand students’ knowledge of relationships among the products, practices, and perspectives of Japanese-speaking countries and cultures."
Japanese IV,24455,"Japanese IV courses prepare students to communicate authentically in Japanese by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information, concepts, and ideas on a variety of topics, including connections to other subject areas. Japanese IV courses promote students’ understanding of the relationships among the products, practices, and perspectives of Japanese-speaking countries and cultures."
Japanese V,24456,"Japanese V courses prepare students to communicate authentically in Japanese by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information, concepts, and ideas on a variety of topics, including connections to other subject areas. Japanese V courses promote students’ understanding of the relationships among the products, practices, and perspectives of Japanese-speaking countries and cultures."
Japanese for Native Speakers,24457,"Japanese for Native Speakers courses prepare native and heritage speakers to communicate in Japanese in all modes. These courses reinforce and expand students’ skills to interpret (read, listen, view) and present (speak, write) information at the same level as they exchange (speak and listen; read and write) information, concepts, and ideas on a variety of topics. Japanese for Native Speakers courses advance students’ understanding of the relationships among the products, practices, and perspectives of the cultures included in the Japanese-speaking world."
Japanese Field Experience,24458,"Japanese Field Experience courses place students in environments in which they interact with native Japanese speakers, typically in settings where Japanese is the main language spoken. These courses enable students to strengthen their skills in exchanging (speaking/listening and writing/reading), interpreting (reading, listening, and viewing), and presenting information and their ability to interact in culturally appropriate ways."
Japanese Conversation and Culture,24459,"Japanese Conversation and Culture courses provide students with an introduction to the Japanese language and the culture(s) of Japanese-speaking people, placing greater emphasis on speaking and listening skills while deemphasizing writing and reading the language."
Japanese Literature,24460,"Japanese Literature courses prepare students to communicate authentically in Japanese by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information, opinions, and ideas drawn from literature written in Japanese. Emphasis is typically placed on critical and analytical reading and writing, understanding the integration of Japanese cultures into literature, and exploring interdisciplinary connections."
Particular Topics in Japanese,24461,"Particular Topics in Japanese courses examine particular topics focused on Japanese language or culture, such as film, music, application(s) to career/technical fields, or a specific dialect, other than those already described. elsewhere in this classification system"
IB Language A: Literature—Japanese,24462,"IB Language A: Literature—Japanese courses prepare students to take the International Baccalaureate Language A: Literature exams. Course content includes in-depth study of a range of literary texts in a number of literary forms and from different times and places, written analyses and critiques of this literature, and other oral and written assignments. The course is designed for students highly competent in using Japanese in an academic context and is intended for students with native or near-native fluency in the language."
IB Language B—Japanese,24463,IB Language B—Japanese courses prepare students to take the International Baccalaureate Language B exams. These courses focus on improving students’ accuracy and fluency in oral and written communication (usually in the students’ “second” language).
AP Japanese Language and Culture,24464,"Designed by the College Board to parallel third-year college-level courses in Japanese language, AP Japanese Language and Culture courses build upon prior knowledge and develop students’ ability to express ideas, exchange opinions, and present information in Japanese, both orally and in writing. These courses also help students understand and interpret written and spoken Japanese. In addition, students explore the culture of Japanese-speaking people in historical and contemporary contexts."
"IB Language B (Japanese), Middle Years Program",24466,"International Baccalaureate (IB) Language B (Japanese), Middle Years Program courses enable students to gain competence in modern Japanese and encourage respect for and understanding of other languages and cultures."
IB Language A: Language and Literature—Japanese,24467,"IB Language A: Language and Literature—Japanese courses prepare students to take the International Baccalaureate Language A: Language and Literature exams. Course content includes in-depth study of various text types and literary forms, composition for purpose and audience, and the context and elements of literature. The course includes oral and written assignments and is designed for students highly competent in using Japanese in an academic context."
IB Language Ab Initio—Japanese,24468,"IB Language Ab Initio—Japanese courses prepare students to take the International Baccalaureate exam. These courses focus on developing the linguistic abilities of students with little or no experience with the language of study. Course content includes the study of individuals and society, leisure and work, and urban and rural environments. These courses also provide students with the opportunity to practice and explore this language."
Japanese—Other,24499,Other Japanese courses
Korean for Young Learners (prior-to-secondary),24500,"Korean for Young Learners (prior-to-secondary) courses provide instruction at multiple grade levels in Korean and may apply to a range of consecutive grades. These courses prepare students to communicate authentically in Korean by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information on concrete topics. These courses introduce the relationships among the products, practices, and perspectives of Korean-speaking cultures."
Korean Immersion (prior-to-secondary),24501,"Korean Immersion (prior-to-secondary) courses engage students in developmentally appropriate activities to acquire literacy in Korean and grade-specific content using Korean as the language of instruction. Korean Immersion courses prepare students to communicate authentically in Korean by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information about standards-based academic content and incorporate the relationships among the products, practices, and perspectives of Korean-speaking cultures."
Korean I,24502,"Designed to introduce students to Korean language and culture, Korean I courses prepare students to communicate authentically in Korean by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information on a variety of topics. They introduce the relationships among the products, practices, and perspectives of Korean-speaking cultures."
Korean II,24503,"Korean II courses build upon skills developed in Korean I, preparing students to communicate authentically in Korean by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information on concrete topics. Korean II courses introduce the relationships among the products, practices, and perspectives of Korean-speaking cultures."
Korean III,24504,"Korean III courses prepare students to communicate authentically in Korean by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information, concepts, and ideas on a variety of topics, including connections to other subject areas. These courses expand students’ knowledge of relationships among the products, practices, and perspectives of Korean-speaking countries and cultures."
Korean IV,24505,"Korean IV courses prepare students to communicate authentically in Korean by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information, concepts, and ideas on a variety of topics, including connections to other subject areas. Korean IV courses promote students’ understanding of the relationships among the products, practices, and perspectives of Korean-speaking countries and cultures."
Korean V,24506,"Korean V courses prepare students to communicate authentically in Korean by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information, concepts, and ideas on a variety of topics, including connections to other subject areas. Korean V courses promote students’ understanding of the relationships among the products, practices, and perspectives of Korean-speaking countries and cultures."
Korean for Native Speakers,24507,"Korean for Native Speakers courses prepare native and heritage speakers to communicate in Korean in all modes. These courses reinforce and expand students’ skills to interpret (read, listen, view) and present (speak, write) information at the same level as they exchange (speak and listen; read and write) information, concepts, and ideas on a variety of topics. Korean for Native Speakers courses advance students’ understanding of the relationships among the products, practices, and perspectives of the cultures included in the Korean-speaking world."
Korean Field Experience,24508,"Korean Field Experience courses place students in environments in which they interact with native Korean speakers, typically in settings where Korean is the main language spoken. These courses enable students to strengthen their skills in exchanging (speaking/listening and writing/reading), interpreting (reading, listening, and viewing), and presenting information and their ability to interact in culturally appropriate ways."
Korean Conversation and Culture,24509,"Korean Conversation and Culture courses provide students with an introduction to the Korean language and the culture(s) of Korean-speaking people, placing greater emphasis on speaking and listening skills while deemphasizing writing and reading the language."
Korean Literature,24510,"Korean Literature courses prepare students to communicate authentically in Korean by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information, opinions, and ideas drawn from literature written in Korean. Emphasis is typically placed on critical and analytical reading and writing, understanding the integration of Korean cultures into literature, and exploring interdisciplinary connections."
Particular Topics in Korean,24511,"Particular Topics in Korean courses examine particular topics focused on Korean language or culture, such as film, music, application(s) to career/technical fields, or a specific dialect, other than those already described elsewhere in this classification system."
IB Language A: Literature—Korean,24512,"IB Language A: Literature—Korean courses prepare students to take the International Baccalaureate Language A: Literature exams. Course content includes in-depth study of a range of literary texts in a number of literary forms and from different times and places, written analyses and critiques of this literature, and other oral and written assignments. The course is designed for students highly competent in using Korean in an academic context and is intended for students with native or near-native fluency in the language."
IB Language B—Korean,24513,IB Language B—Korean courses prepare students to take the International Baccalaureate Language B exams. These courses focus on improving students’ accuracy and fluency in oral and written communication (usually in the students’ “second” language).
"IB Language B (Korean), Middle Years Program",24516,"International Baccalaureate (IB) Language B (Korean), Middle Years Program courses enable students to gain competence in modern Korean and encourage respect for and understanding of other languages and cultures."
IB Language A: Language and Literature—Korean,24517,"IB Language A: Language and Literature—Korean courses prepare students to take the International Baccalaureate Language A: Language and Literature exams. Course content includes in-depth study of various text types and literary forms, composition for purpose and audience, and the context and elements of literature. The course includes oral and written assignments and is designed for students highly competent in using Korean in an academic context."
Korean—Other,24549,Other Korean courses
Vietnamese for Young Learners (prior-to-secondary),24550,"Vietnamese for Young Learners (prior-to-secondary) courses provide instruction at multiple grade levels in Vietnamese and may apply to a range of consecutive grades. These courses prepare students to communicate authentically in Vietnamese by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information on concrete topics. These courses introduce the relationships among the products, practices, and perspectives of Vietnamese-speaking cultures."
Vietnamese Immersion (prior-to-secondary),24551,"Vietnamese Immersion (prior-to-secondary) courses engage students in developmentally appropriate activities to acquire literacy in Vietnamese and grade-specific content using Vietnamese as the language of instruction. Vietnamese Immersion courses prepare students to communicate authentically in Vietnamese by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information about standards-based academic content and incorporate the relationships among the products, practices, and perspectives of Vietnamese-speaking cultures."
Vietnamese I,24552,"Designed to introduce students to Vietnamese language and culture, Vietnamese I courses prepare students to communicate authentically in Vietnamese by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information on a variety of topics. They introduce the relationships among the products, practices, and perspectives of Vietnamese-speaking cultures."
Vietnamese II,24553,"Vietnamese II courses build upon skills developed in Vietnamese I, preparing students to communicate authentically in Vietnamese by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information on concrete topics. Vietnamese II courses introduce the relationships among the products, practices, and perspectives of Vietnamese-speaking cultures."
Vietnamese III,24554,"Vietnamese III courses prepare students to communicate authentically in Vietnamese by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information, concepts, and ideas on a variety of topics, including connections to other subject areas. These courses expand students’ knowledge of relationships among the products, practices, and perspectives of Vietnamese-speaking countries and cultures."
Vietnamese IV,24555,"Vietnamese IV courses prepare students to communicate authentically in Vietnamese by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information, concepts, and ideas on a variety of topics, including connections to other subject areas. Vietnamese IV courses promote students’ understanding of the relationships among the products, practices, and perspectives of Vietnamese-speaking countries and cultures."
Vietnamese V,24556,"Vietnamese V courses prepare students to communicate authentically in Vietnamese by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information, concepts, and ideas on a variety of topics, including connections to other subject areas. Vietnamese V courses promote students’ understanding of the relationships among the products, practices, and perspectives of Vietnamese-speaking countries and cultures."
Vietnamese for Native Speakers,24557,"Vietnamese for Native Speakers courses prepare native and heritage speakers to communicate in Vietnamese in all modes. These courses reinforce and expand students’ skills to interpret (read, listen, view) and present (speak, write) information at the same level as they exchange (speak and listen; read and write) information, concepts, and ideas on a variety of topics. Vietnamese for Native Speakers courses advance students’ understanding of the relationships among the products, practices, and perspectives of the cultures included in the Vietnamese-speaking world."
Vietnamese Field Experience,24558,"Vietnamese Field Experience courses place students in environments in which they interact with native Vietnamese speakers, typically in settings where Vietnamese is the main language spoken. These courses enable students to strengthen their skills in exchanging (speaking/listening and writing/reading), interpreting (reading, listening, and viewing), and presenting information and their ability to interact in culturally appropriate ways."
Vietnamese Conversation and Culture,24559,"Vietnamese Conversation and Culture courses provide students with an introduction to the Vietnamese language and the culture(s) of Vietnamese-speaking people, placing greater emphasis on speaking and listening skills while deemphasizing writing and reading the language."
Vietnamese Literature,24560,"Vietnamese Literature courses prepare students to communicate authentically in Vietnamese by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information, opinions, and ideas drawn from literature written in Vietnamese. Emphasis is typically placed on critical and analytical reading and writing, understanding the integration of Vietnamese cultures into literature, and exploring interdisciplinary connections."
Particular Topics in Vietnamese,24561,"Particular Topics in Vietnamese courses examine particular topics focused on Vietnamese language or culture, such as film, music, application(s) to career/technical fields, or a specific dialect, other than those already described elsewhere in this classification system."
IB Language A: Literature—Vietnamese,24562,"IB Language A: Literature—Vietnamese courses prepare students to take the International Baccalaureate Language A: Literature exams. Course content includes in-depth study of a range of literary texts in a number of literary forms and from different times and places, written analyses and critiques of this literature, and other oral and written assignments. The course is designed for students highly competent in using Vietnamese in an academic context and is intended for students with native or near-native fluency in the language."
"IB Language B (Vietnamese), Middle Years Program",24566,"International Baccalaureate (IB) Language B (Vietnamese), Middle Years Program courses enable students to gain competence in modern Vietnamese and encourage respect for and understanding of other languages and cultures."
IB Language A: Language and Literature—Vietnamese,24567,"IB Language A: Language and Literature—Vietnamese courses prepare students to take the International Baccalaureate Language A: Language and Literature exams. Course content includes in-depth study of composition for purpose and audience, forms of mass communication and the media, and the context and elements of literature. The course includes oral and written assignments and is designed for students highly competent in using Vietnamese in an academic context."
Vietnamese—Other,24599,Other Vietnamese courses
Filipino (prior-to-secondary),24600,"Filipino for Young Learners (prior-to-secondary) courses provide instruction at multiple grade levels in Filipino and may apply to a range of consecutive grades. These courses prepare students to communicate authentically in Filipino by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information on concrete topics. These courses introduce the relationships among the products, practices, and perspectives of Filipino-speaking cultures."
Filipino Immersion (prior-to-secondary),24601,"Filipino Immersion (prior-to-secondary) courses engage students in developmentally appropriate activities to acquire literacy in Filipino and grade-specific content using Filipino as the language of instruction. Filipino Immersion courses prepare students to communicate authentically in Filipino by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information about standards-based academic content and incorporate the relationships among the products, practices, and perspectives of Filipino-speaking cultures."
Filipino I,24602,"Designed to introduce students to Filipino language and culture, Filipino I courses prepare students to communicate authentically in Filipino by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information on a variety of topics. They introduce the relationships among the products, practices, and perspectives of Filipino-speaking cultures."
Filipino II,24603,"Filipino II courses build upon skills developed in Filipino I, preparing students to communicate authentically in Filipino by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information on concrete topics. Filipino II courses introduce the relationships among the products, practices, and perspectives of Filipino-speaking cultures."
Filipino III,24604,"Filipino III courses prepare students to communicate authentically in Filipino by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information, concepts, and ideas on a variety of topics, including connections to other subject areas. These courses expand students’ knowledge of relationships among the products, practices, and perspectives of Filipino-speaking countries and cultures."
Filipino IV,24605,"Filipino IV courses prepare students to communicate authentically in Filipino by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information, concepts, and ideas on a variety of topics, including connections to other subject areas. Filipino IV courses promote students’ understanding of the relationships among the products, practices, and perspectives of Filipino-speaking countries and cultures."
Filipino V,24606,"Filipino V courses prepare students to communicate authentically in Filipino by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information, concepts, and ideas on a variety of topics, including connections to other subject areas. Filipino V courses promote students’ understanding of the relationships among the products, practices, and perspectives of Filipino-speaking countries and cultures."
Filipino for Native Speakers,24607,"Filipino for Native Speakers courses prepare native and heritage speakers to communicate in Filipino in all modes. These courses reinforce and expand students’ skills to interpret (read, listen, view) and present (speak, write) information at the same level as they exchange (speak and listen; read and write) information, concepts, and ideas on a variety of topics. Filipino for Native Speakers courses advance students’ understanding of the relationships among the products, practices, and perspectives of the cultures included in the Filipino-speaking world."
Filipino Field Experience,24608,"Filipino Field Experience courses place students in environments in which they interact with native Filipino speakers, typically in settings where Filipino is the main language spoken. These courses enable students to strengthen their skills in exchanging (speaking/listening and writing/reading), interpreting (reading, listening, and viewing), and presenting information and their ability to interact in culturally appropriate ways."
Filipino Conversation and Culture,24609,"Filipino Conversation and Culture courses provide students with an introduction to the Filipino language and the culture(s) of Filipino-speaking people, placing greater emphasis on speaking and listening skills while deemphasizing writing and reading the language."
Filipino Literature,24610,"Filipino Literature courses prepare students to communicate authentically in Filipino by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information, opinions, and ideas drawn from literature written in Filipino. Emphasis is typically placed on critical and analytical reading and writing, understanding the integration of Filipino cultures into literature, and exploring interdisciplinary connections."
Particular Topics in Filipino,24611,"Particular Topics in Filipino courses examine particular topics focused on Filipino language or culture, such as film, music, application(s) to career/technical fields, or a specific dialect, other than those already described elsewhere in this classification system."
IB Language A: Literature—Filipino,24612,"IB Language A: Literature—Filipino courses prepare students to take the International Baccalaureate Language A: Literature exams. Course content includes in-depth study of a range of literary texts in a number of literary forms and from different times and places, written analyses and critiques of this literature, and other oral and written assignments. The course is designed for students highly competent in using Filipino in an academic context and is intended for students with native or near-native fluency in the language."
"IB Language B (Filipino), Middle Years Program",24616,"IB (International Baccalaureate) Language B (Filipino), Middle Years Program courses enable students to gain competence in modern Filipino and encourage respect for and understanding of other languages and cultures."
IB Language A: Language and Literature—Filipino,24617,"IB Language A: Language and Literature—Filipino courses prepare students to take the International Baccalaureate Language A: Language and Literature exams. Course content includes in-depth study of composition for purpose and audience, forms of mass communication and the media, and the context and elements of literature. The course includes oral and written assignments and is designed for students highly competent in using Filipino in an academic context."
Filipino—Other,24649,Other Filipino courses
Russian (prior-to-secondary),24650,"Russian for Young Learners (prior-to-secondary) courses provide instruction at multiple grade levels in Russian and may apply to a range of consecutive grades. These courses prepare students to communicate authentically in Russian by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information on concrete topics. These courses introduce the relationships among the products, practices, and perspectives of Russian-speaking cultures."
Russian Immersion (prior-to-secondary),24651,"Russian Immersion (prior-to-secondary) courses engage students in developmentally appropriate activities to acquire literacy in Russian and grade-specific content using Russian as the language of instruction. Russian Immersion courses prepare students to communicate authentically in Russian by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information about standards-based academic content and incorporate the relationships among the products, practices, and perspectives of Russian-speaking cultures."
Russian I,24652,"Designed to introduce students to Russian language and culture, Russian I courses prepare students to communicate authentically in Russian by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information on a variety of topics. They introduce the relationships among the products, practices, and perspectives of Russian-speaking cultures."
Russian II,24653,"Russian II courses build upon skills developed in Russian I, preparing students to communicate authentically in Russian by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information on concrete topics. Russian II courses introduce the relationships among the products, practices, and perspectives of Russian-speaking cultures."
Russian III,24654,"Russian III courses prepare students to communicate authentically in Russian by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information, concepts, and ideas on a variety of topics, including connections to other subject areas. These courses expand students’ knowledge of relationships among the products, practices, and perspectives of Russian-speaking countries and cultures."
Russian IV,24655,"Russian IV courses prepare students to communicate authentically in Russian by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information, concepts, and ideas on a variety of topics, including connections to other subject areas. Russian IV courses promote students’ understanding of the relationships among the products, practices, and perspectives of Russian-speaking countries and cultures."
Russian V,24656,"Russian V courses prepare students to communicate authentically in Russian by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information, concepts, and ideas on a variety of topics, including connections to other subject areas. Russian V courses promote students’ understanding of the relationships among the products, practices, and perspectives of Russian-speaking countries and cultures."
Russian for Native Speakers,24657,"Russian for Native Speakers courses prepare native and heritage speakers to communicate in Russian in all modes. These courses reinforce and expand students’ skills to interpret (read, listen, view) and present (speak, write) information at the same level as they exchange (speak and listen; read and write) information, concepts, and ideas on a variety of topics. Russian for Native Speakers courses advance students’ understanding of the relationships among the products, practices, and perspectives of the cultures included in the Russian-speaking world."
Russian Field Experience,24658,"Russian Field Experience courses place students in environments in which they interact with native Russian speakers, typically in settings where Russian is the main language spoken. These courses enable students to strengthen their skills in exchanging (speaking/listening and writing/reading), interpreting (reading, listening, and viewing), and presenting information and their ability to interact in culturally appropriate ways."
Russian Conversation and Culture,24659,"Russian Conversation and Culture courses provide students with an introduction to the Russian language and the culture(s) of Russian-speaking people, placing greater emphasis on speaking and listening skills while deemphasizing writing and reading the language."
Russian Literature,24660,"Russian Literature courses prepare students to communicate authentically in Russian by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information, opinions, and ideas drawn from literature written in Russian. Emphasis is typically placed on critical and analytical reading and writing, understanding the integration of Russian cultures into literature, and exploring interdisciplinary connections."
Particular Topics in Russian,24661,"Particular Topics in Russian courses examine particular topics focused on Russian language or culture, such as film, music, application(s) to career/technical fields, or a specific dialect, other than those already described elsewhere in this classification system."
IB Language A: Literature—Russian,24662,"IB Language A: Literature—Russian courses prepare students to take the International Baccalaureate Language A: Literature exams. Course content includes in-depth study of a range of literary texts in a number of literary forms and from different times and places, written analyses and critiques of this literature, and other oral and written assignments. The course is designed for students highly competent in using Russian in an academic context and is intended for students with native or near-native fluency in the language."
IB Language B—Russian,24663,IB Language B—Russian courses prepare students to take the International Baccalaureate Language B exams. These courses focus on improving students’ accuracy and fluency in oral and written communication (usually in the students’ “second” language).
"IB Language B (Russian), Middle Years Program",24666,"International Baccalaureate (IB) Language B (Russian), Middle Years Program courses allow students to gain competence in modern Russian and encourage respect for and understanding of other languages and cultures."
IB Language A: Language and Literature—Russian,24667,"IB Language A: Language and Literature—Russian courses prepare students to take the International Baccalaureate Language A: Language and Literature exams. Course content includes in-depth study of various text types and literary forms, composition for purpose and audience, and the context and elements of literature. The course includes oral and written assignments and is designed for students highly competent in using Russian in an academic context."
IB Language Ab Initio—Russian,24668,"IB Language Ab Initio—Russian courses prepare students to take the International Baccalaureate exam. These courses focus on developing the linguistic abilities of students with little or no experience with the language of study. Course content includes the study of individuals and society, leisure and work, and urban and rural environments. These courses also provide students with the opportunity to practice and explore this language."
Russian—Other,24699,Other Russian courses
Hebrew (prior-to-secondary),24700,"Hebrew for Young Learners (prior-to-secondary) courses provide instruction at multiple grade levels in Hebrew and may apply to a range of consecutive grades. These courses prepare students to communicate authentically in Hebrew by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information on concrete topics. These courses introduce the relationships among the products, practices, and perspectives of Hebrew-speaking cultures."
Hebrew Immersion (prior-to-secondary),24701,"Hebrew Immersion (prior-to-secondary) courses engage students in developmentally appropriate activities to acquire literacy in Hebrew and grade-specific content using Hebrew as the language of instruction. Hebrew Immersion courses prepare students to communicate authentically in Hebrew by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information about standards-based academic content and incorporate the relationships among the products, practices, and perspectives of Hebrew-speaking cultures."
Hebrew I,24702,"Designed to introduce students to Hebrew language and culture, Hebrew I courses prepare students to communicate authentically in Hebrew by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information on a variety of topics. They introduce the relationships among the products, practices, and perspectives of Hebrew-speaking cultures."
Hebrew II,24703,"Hebrew II courses build upon skills developed in Hebrew I, preparing students to communicate authentically in Hebrew by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information on concrete topics. Hebrew II courses introduce the relationships among the products, practices, and perspectives of Hebrew-speaking cultures."
Hebrew III,24704,"Hebrew III courses prepare students to communicate authentically in Hebrew by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information, concepts, and ideas on a variety of topics, including connections to other subject areas. These courses expand students’ knowledge of relationships among the products, practices, and perspectives of Hebrew-speaking countries and cultures."
Hebrew IV,24705,"Hebrew IV courses prepare students to communicate authentically in Hebrew by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information, concepts, and ideas on a variety of topics, including connections to other subject areas. Hebrew IV courses promote students’ understanding of the relationships among the products, practices, and perspectives of Hebrew-speaking countries and cultures."
Hebrew V,24706,"Hebrew V courses prepare students to communicate authentically in Hebrew by interpreting (reading, listening, viewing), exchanging (speaking and listening; reading and writing), and presenting (speaking, writing) information, concepts, and ideas on a variety of topics, including connections to other subject areas. Hebrew V courses promote students’ understanding of the relationships among the products, practices, and perspectives of Hebrew-speaking countries and cultures."
Hebrew for Native Speakers,24707,"Hebrew for Native Speakers courses prepare native and heritage speakers to communicate in Hebrew in all modes. These courses reinforce and expand students’ skills to interpret (read, listen, view) and present (speak, write) information at the same level as they exchange (speak and listen; read and write) information, concepts, and ideas on a variety of topics. Hebrew for Native Speakers courses advance students’ understanding of the relationships among the products, practices, and perspectives of the cultures included in the Hebrew-speaking world."
